item,date,value
CUUR0000SEFL02,2024-04-01,416.278
CUUR0000SEFL02,2024-03-01,409.464
CUUR0000SEFL02,2024-02-01,385.117
CUUR0000SEFL02,2024-01-01,385.519
CUUR0000SEFL02,2023-12-01,392.374
CUUR0000SEFL02,2023-11-01,406.738
CUUR0000SEFL02,2023-10-01,397.336
CUUR0000SEFL02,2023-09-01,391.509
CUUR0000SEFL02,2023-08-01,390.431
CUUR0000SEFL02,2023-07-01,398.761
CUUR0000SEFL02,2023-06-01,398.196
CUUR0000SEFL02,2023-05-01,411.932
CUUR0000SEFL02,2023-04-01,398.562
CUUR0000SEFL02,2023-03-01,386.943
CUUR0000SEFL02,2023-02-01,410.066
CUUR0000SEFL02,2023-01-01,436.546
CUUR0000SEFL02,2022-12-01,471.238
CUUR0000SEFL02,2022-11-01,452.899
CUUR0000SEFL02,2022-10-01,416.065
CUUR0000SEFL02,2022-09-01,402.682
CUUR0000SEFL02,2022-08-01,377.138
CUUR0000SEFL02,2022-07-01,373.967
CUUR0000SEFL02,2022-06-01,377.604
CUUR0000SEFL02,2022-05-01,376.486
CUUR0000SEFL02,2022-04-01,383.518
CUUR0000SEFL02,2022-03-01,382.519
CUUR0000SEFL02,2022-02-01,371.389
CUUR0000SEFL02,2022-01-01,372.472
CUUR0000SEFL02,2021-12-01,377.197
CUUR0000SEFL02,2021-11-01,378.033
CUUR0000SEFL02,2021-10-01,353.471
CUUR0000SEFL02,2021-09-01,348.185
CUUR0000SEFL02,2021-08-01,340.784
CUUR0000SEFL02,2021-07-01,344.304
CUUR0000SEFL02,2021-06-01,339.031
CUUR0000SEFL02,2021-05-01,337.942
CUUR0000SEFL02,2021-04-01,340.343
CUUR0000SEFL02,2021-03-01,341.387
CUUR0000SEFL02,2021-02-01,344.154
CUUR0000SEFL02,2021-01-01,350.892
CUUR0000SEFL02,2020-12-01,364.916
CUUR0000SEFL02,2020-11-01,366.381
CUUR0000SEFL02,2020-10-01,355.621
CUUR0000SEFL02,2020-09-01,331.710
CUUR0000SEFL02,2020-08-01,323.843
CUUR0000SEFL02,2020-07-01,327.740
CUUR0000SEFL02,2020-06-01,322.566
CUUR0000SEFL02,2020-05-01,324.130
CUUR0000SEFL02,2020-04-01,323.722
CUUR0000SEFL02,2020-03-01,323.178
CUUR0000SEFL02,2020-02-01,324.882
CUUR0000SEFL02,2020-01-01,337.029
CUUR0000SEFL02,2019-12-01,335.223
CUUR0000SEFL02,2019-11-01,341.849
CUUR0000SEFL02,2019-10-01,321.697
CUUR0000SEFL02,2019-09-01,307.661
CUUR0000SEFL02,2019-08-01,317.359
CUUR0000SEFL02,2019-07-01,326.245
CUUR0000SEFL02,2019-06-01,301.371
CUUR0000SEFL02,2019-05-01,311.239
CUUR0000SEFL02,2019-04-01,330.310
CUUR0000SEFL02,2019-03-01,337.276
CUUR0000SEFL02,2019-02-01,323.848
CUUR0000SEFL02,2019-01-01,313.112
CUUR0000SEFL02,2018-12-01,338.563
CUUR0000SEFL02,2018-11-01,298.639
CUUR0000SEFL02,2018-10-01,297.784
CUUR0000SEFL02,2018-09-01,288.439
CUUR0000SEFL02,2018-08-01,291.034
CUUR0000SEFL02,2018-07-01,285.780
CUUR0000SEFL02,2018-06-01,276.300
CUUR0000SEFL02,2018-05-01,288.686
CUUR0000SEFL02,2018-04-01,284.883
CUUR0000SEFL02,2018-03-01,283.545
CUUR0000SEFL02,2018-02-01,282.851
CUUR0000SEFL02,2018-01-01,284.309
CUUR0000SEFL02,2017-12-01,294.311
CUUR0000SEFL02,2017-11-01,298.787
CUUR0000SEFL02,2017-10-01,299.211
CUUR0000SEFL02,2017-09-01,288.115
CUUR0000SEFL02,2017-08-01,289.485
CUUR0000SEFL02,2017-07-01,281.293
CUUR0000SEFL02,2017-06-01,297.782
CUUR0000SEFL02,2017-05-01,325.013
CUUR0000SEFL02,2017-04-01,331.262
CUUR0000SEFL02,2017-03-01,291.218
CUUR0000SEFL02,2017-02-01,287.138
CUUR0000SEFL02,2017-01-01,273.082
CUUR0000SEFL02,2016-12-01,283.702
CUUR0000SEFL02,2016-11-01,281.249
CUUR0000SEFL02,2016-10-01,277.571
CUUR0000SEFL02,2016-09-01,280.744
CUUR0000SEFL02,2016-08-01,284.397
CUUR0000SEFL02,2016-07-01,284.513
CUUR0000SEFL02,2016-06-01,296.081
CUUR0000SEFL02,2016-05-01,303.296
CUUR0000SEFL02,2016-04-01,289.766
CUUR0000SEFL02,2016-03-01,299.284
CUUR0000SEFL02,2016-02-01,317.709
CUUR0000SEFL02,2016-01-01,328.236
CUUR0000SEFL02,2015-12-01,341.425
CUUR0000SEFL02,2015-11-01,331.356
CUUR0000SEFL02,2015-10-01,315.072
CUUR0000SEFL02,2015-09-01,307.358
CUUR0000SEFL02,2015-08-01,291.645
CUUR0000SEFL02,2015-07-01,292.679
CUUR0000SEFL02,2015-06-01,302.335
CUUR0000SEFL02,2015-05-01,303.752
CUUR0000SEFL02,2015-04-01,297.107
CUUR0000SEFL02,2015-03-01,311.368
CUUR0000SEFL02,2015-02-01,331.517
CUUR0000SEFL02,2015-01-01,331.185
CUUR0000SEFL03,2024-12-01,368.274
CUUR0000SEFL03,2024-11-01,362.651
CUUR0000SEFL03,2024-10-01,351.627
CUUR0000SEFL03,2024-09-01,353.372
CUUR0000SEFL03,2024-08-01,360.632
CUUR0000SEFL03,2024-07-01,355.918
CUUR0000SEFL03,2024-06-01,346.809
CUUR0000SEFL03,2024-05-01,348.470
CUUR0000SEFL03,2024-04-01,358.278
CUUR0000SEFL03,2024-03-01,368.780
CUUR0000SEFL03,2024-02-01,382.323
CUUR0000SEFL03,2024-01-01,380.774
CUUR0000SEFL03,2023-12-01,362.546
CUUR0000SEFL03,2023-11-01,358.148
CUUR0000SEFL03,2023-10-01,347.495
CUUR0000SEFL03,2023-09-01,350.142
CUUR0000SEFL03,2023-08-01,346.990
CUUR0000SEFL03,2023-07-01,348.881
CUUR0000SEFL03,2023-06-01,350.732
CUUR0000SEFL03,2023-05-01,335.461
CUUR0000SEFL03,2023-04-01,342.056
CUUR0000SEFL03,2023-03-01,352.798
CUUR0000SEFL03,2023-02-01,365.251
CUUR0000SEFL03,2023-01-01,374.035
CUUR0000SEFL03,2022-12-01,390.595
CUUR0000SEFL03,2022-11-01,374.731
CUUR0000SEFL03,2022-10-01,357.037
CUUR0000SEFL03,2022-09-01,348.159
CUUR0000SEFL03,2022-08-01,350.760
CUUR0000SEFL03,2022-07-01,342.081
CUUR0000SEFL03,2022-06-01,350.437
CUUR0000SEFL03,2022-05-01,347.659
CUUR0000SEFL03,2022-04-01,348.275
CUUR0000SEFL03,2022-03-01,351.782
CUUR0000SEFL03,2022-02-01,353.178
CUUR0000SEFL03,2022-01-01,359.932
CUUR0000SEFL03,2021-12-01,358.104
CUUR0000SEFL03,2021-11-01,361.717
CUUR0000SEFL03,2021-10-01,353.868
CUUR0000SEFL03,2021-09-01,351.828
CUUR0000SEFL03,2021-08-01,351.451
CUUR0000SEFL03,2021-07-01,346.862
CUUR0000SEFL03,2021-06-01,348.261
CUUR0000SEFL03,2021-05-01,340.697
CUUR0000SEFL03,2021-04-01,347.055
CUUR0000SEFL03,2021-03-01,346.026
CUUR0000SEFL03,2021-02-01,349.198
CUUR0000SEFL03,2021-01-01,356.149
CUUR0000SEFL03,2020-12-01,352.360
CUUR0000SEFL03,2020-11-01,351.226
CUUR0000SEFL03,2020-10-01,353.223
CUUR0000SEFL03,2020-09-01,348.353
CUUR0000SEFL03,2020-08-01,347.027
CUUR0000SEFL03,2020-07-01,349.717
CUUR0000SEFL03,2020-06-01,347.268
CUUR0000SEFL03,2020-05-01,343.868
CUUR0000SEFL03,2020-04-01,351.820
CUUR0000SEFL03,2020-03-01,364.552
CUUR0000SEFL03,2020-02-01,356.969
CUUR0000SEFL03,2020-01-01,361.063
CUUR0000SEFL03,2019-12-01,337.043
CUUR0000SEFL03,2019-11-01,329.771
CUUR0000SEFL03,2019-10-01,320.159
CUUR0000SEFL03,2019-09-01,323.252
CUUR0000SEFL03,2019-08-01,323.458
CUUR0000SEFL03,2019-07-01,319.464
CUUR0000SEFL03,2019-06-01,320.403
CUUR0000SEFL03,2019-05-01,315.952
CUUR0000SEFL03,2019-04-01,329.053
CUUR0000SEFL03,2019-03-01,338.164
CUUR0000SEFL03,2019-02-01,343.612
CUUR0000SEFL03,2019-01-01,359.433
CUUR0000SEFL03,2018-12-01,365.078
CUUR0000SEFL03,2018-11-01,346.080
CUUR0000SEFL03,2018-10-01,322.017
CUUR0000SEFL03,2018-09-01,323.460
CUUR0000SEFL03,2018-08-01,322.013
CUUR0000SEFL03,2018-07-01,325.122
CUUR0000SEFL03,2018-06-01,323.344
CUUR0000SEFL03,2018-05-01,312.341
CUUR0000SEFL03,2018-04-01,325.654
CUUR0000SEFL03,2018-03-01,334.656
CUUR0000SEFL03,2018-02-01,345.287
CUUR0000SEFL03,2018-01-01,378.157
CUUR0000SEFL03,2017-12-01,359.201
CUUR0000SEFL03,2017-11-01,335.432
CUUR0000SEFL03,2017-10-01,324.215
CUUR0000SEFL03,2017-09-01,322.746
CUUR0000SEFL03,2017-08-01,319.472
CUUR0000SEFL03,2017-07-01,320.481
CUUR0000SEFL03,2017-06-01,319.463
CUUR0000SEFL03,2017-05-01,310.957
CUUR0000SEFL03,2017-04-01,320.142
CUUR0000SEFL03,2017-03-01,317.552
CUUR0000SEFL03,2017-02-01,323.958
CUUR0000SEFL03,2017-01-01,324.704
CUUR0000SEFL03,2016-12-01,328.824
CUUR0000SEFL03,2016-11-01,336.561
CUUR0000SEFL03,2016-10-01,338.712
CUUR0000SEFL03,2016-09-01,321.369
CUUR0000SEFL03,2016-08-01,312.826
CUUR0000SEFL03,2016-07-01,308.065
CUUR0000SEFL03,2016-06-01,306.777
CUUR0000SEFL03,2016-05-01,306.990
CUUR0000SEFL03,2016-04-01,330.271
CUUR0000SEFL03,2016-03-01,346.582
CUUR0000SEFL03,2016-02-01,373.566
CUUR0000SEFL03,2016-01-01,397.785
CUUR0000SEFL03,2015-12-01,345.131
CUUR0000SEFL03,2015-11-01,342.969
CUUR0000SEFL03,2015-10-01,327.462
CUUR0000SEFL03,2015-09-01,320.101
CUUR0000SEFL03,2015-08-01,312.864
CUUR0000SEFL03,2015-07-01,312.797
CUUR0000SEFL03,2015-06-01,309.722
CUUR0000SEFL03,2015-05-01,314.359
CUUR0000SEFL03,2015-04-01,329.365
CUUR0000SEFL03,2015-03-01,331.613
CUUR0000SEFL03,2015-02-01,337.283
CUUR0000SEFL03,2015-01-01,367.812
CUUR0000SEFL04,2024-12-01,385.639
CUUR0000SEFL04,2024-11-01,381.581
CUUR0000SEFL04,2024-10-01,377.955
CUUR0000SEFL04,2024-09-01,375.963
CUUR0000SEFL04,2024-08-01,372.508
CUUR0000SEFL04,2024-07-01,377.321
CUUR0000SEFL04,2024-06-01,373.921
CUUR0000SEFL04,2024-05-01,374.655
CUUR0000SEFL04,2024-04-01,374.059
CUUR0000SEFL04,2024-03-01,376.849
CUUR0000SEFL04,2024-02-01,382.529
CUUR0000SEFL04,2024-01-01,382.051
CUUR0000SEFL04,2023-12-01,370.845
CUUR0000SEFL04,2023-11-01,370.866
CUUR0000SEFL04,2023-10-01,371.917
CUUR0000SEFL04,2023-09-01,371.354
CUUR0000SEFL04,2023-08-01,372.192
CUUR0000SEFL04,2023-07-01,372.503
CUUR0000SEFL04,2023-06-01,371.472
CUUR0000SEFL04,2023-05-01,369.777
CUUR0000SEFL04,2023-04-01,364.561
CUUR0000SEFL04,2023-03-01,365.064
CUUR0000SEFL04,2023-02-01,369.993
CUUR0000SEFL04,2023-01-01,378.017
CUUR0000SEFL04,2022-12-01,374.630
CUUR0000SEFL04,2022-11-01,376.928
CUUR0000SEFL04,2022-10-01,374.575
CUUR0000SEFL04,2022-09-01,373.516
CUUR0000SEFL04,2022-08-01,369.007
CUUR0000SEFL04,2022-07-01,369.117
CUUR0000SEFL04,2022-06-01,367.138
CUUR0000SEFL04,2022-05-01,366.161
CUUR0000SEFL04,2022-04-01,363.004
CUUR0000SEFL04,2022-03-01,365.095
CUUR0000SEFL04,2022-02-01,359.581
CUUR0000SEFL04,2022-01-01,358.774
CUUR0000SEFL04,2021-12-01,353.663
CUUR0000SEFL04,2021-11-01,350.993
CUUR0000SEFL04,2021-10-01,351.578
CUUR0000SEFL04,2021-09-01,344.669
CUUR0000SEFL04,2021-08-01,344.888
CUUR0000SEFL04,2021-07-01,342.577
CUUR0000SEFL04,2021-06-01,344.814
CUUR0000SEFL04,2021-05-01,345.473
CUUR0000SEFL04,2021-04-01,341.527
CUUR0000SEFL04,2021-03-01,342.940
CUUR0000SEFL04,2021-02-01,343.270
CUUR0000SEFL04,2021-01-01,347.150
CUUR0000SEFL04,2020-12-01,347.528
CUUR0000SEFL04,2020-11-01,342.770
CUUR0000SEFL04,2020-10-01,342.451
CUUR0000SEFL04,2020-09-01,343.017
CUUR0000SEFL04,2020-08-01,342.571
CUUR0000SEFL04,2020-07-01,345.876
CUUR0000SEFL04,2020-06-01,343.120
CUUR0000SEFL04,2020-05-01,340.369
CUUR0000SEFL04,2020-04-01,336.517
CUUR0000SEFL04,2020-03-01,331.212
CUUR0000SEFL04,2020-02-01,339.797
CUUR0000SEFL04,2020-01-01,343.360
CUUR0000SEFL04,2019-12-01,333.702
CUUR0000SEFL04,2019-11-01,334.546
CUUR0000SEFL04,2019-10-01,334.928
CUUR0000SEFL04,2019-09-01,332.013
CUUR0000SEFL04,2019-08-01,337.844
CUUR0000SEFL04,2019-07-01,337.188
CUUR0000SEFL04,2019-06-01,340.094
CUUR0000SEFL04,2019-05-01,344.173
CUUR0000SEFL04,2019-04-01,344.333
CUUR0000SEFL04,2019-03-01,347.396
CUUR0000SEFL04,2019-02-01,348.228
CUUR0000SEFL04,2019-01-01,348.098
CUUR0000SEFL04,2018-12-01,341.438
CUUR0000SEFL04,2018-11-01,337.035
CUUR0000SEFL04,2018-10-01,333.247
CUUR0000SEFL04,2018-09-01,327.855
CUUR0000SEFL04,2018-08-01,327.000
CUUR0000SEFL04,2018-07-01,326.704
CUUR0000SEFL04,2018-06-01,323.450
CUUR0000SEFL04,2018-05-01,326.325
CUUR0000SEFL04,2018-04-01,324.680
CUUR0000SEFL04,2018-03-01,324.430
CUUR0000SEFL04,2018-02-01,328.286
CUUR0000SEFL04,2018-01-01,331.893
CUUR0000SEFL04,2017-12-01,328.254
CUUR0000SEFL04,2017-11-01,326.862
CUUR0000SEFL04,2017-10-01,328.696
CUUR0000SEFL04,2017-09-01,324.070
CUUR0000SEFL04,2017-08-01,323.841
CUUR0000SEFL04,2017-07-01,325.563
CUUR0000SEFL04,2017-06-01,325.367
CUUR0000SEFL04,2017-05-01,328.910
CUUR0000SEFL04,2017-04-01,329.885
CUUR0000SEFL04,2017-03-01,321.189
CUUR0000SEFL04,2017-02-01,322.054
CUUR0000SEFL04,2017-01-01,321.452
CUUR0000SEFL04,2016-12-01,320.377
CUUR0000SEFL04,2016-11-01,317.277
CUUR0000SEFL04,2016-10-01,315.299
CUUR0000SEFL04,2016-09-01,314.467
CUUR0000SEFL04,2016-08-01,316.752
CUUR0000SEFL04,2016-07-01,322.268
CUUR0000SEFL04,2016-06-01,321.965
CUUR0000SEFL04,2016-05-01,320.165
CUUR0000SEFL04,2016-04-01,328.673
CUUR0000SEFL04,2016-03-01,336.333
CUUR0000SEFL04,2016-02-01,347.320
CUUR0000SEFL04,2016-01-01,347.064
CUUR0000SEFL04,2015-12-01,335.785
CUUR0000SEFL04,2015-11-01,330.298
CUUR0000SEFL04,2015-10-01,326.023
CUUR0000SEFL04,2015-09-01,323.218
CUUR0000SEFL04,2015-08-01,318.212
CUUR0000SEFL04,2015-07-01,313.248
CUUR0000SEFL04,2015-06-01,320.761
CUUR0000SEFL04,2015-05-01,318.554
CUUR0000SEFL04,2015-04-01,320.527
CUUR0000SEFL04,2015-03-01,324.043
CUUR0000SEFL04,2015-02-01,323.989
CUUR0000SEFL04,2015-01-01,329.486
CUUR0000SEFM01,2024-12-01,212.883
CUUR0000SEFM01,2024-11-01,208.790
CUUR0000SEFM01,2024-10-01,215.523
CUUR0000SEFM01,2024-09-01,216.774
CUUR0000SEFM01,2024-08-01,217.020
CUUR0000SEFM01,2024-07-01,218.424
CUUR0000SEFM01,2024-06-01,217.783
CUUR0000SEFM01,2024-05-01,217.360
CUUR0000SEFM01,2024-04-01,217.134
CUUR0000SEFM01,2024-03-01,216.778
CUUR0000SEFM01,2024-02-01,215.793
CUUR0000SEFM01,2024-01-01,215.444
CUUR0000SEFM01,2023-12-01,214.317
CUUR0000SEFM01,2023-11-01,210.827
CUUR0000SEFM01,2023-10-01,217.223
CUUR0000SEFM01,2023-09-01,216.101
CUUR0000SEFM01,2023-08-01,214.322
CUUR0000SEFM01,2023-07-01,215.537
CUUR0000SEFM01,2023-06-01,212.930
CUUR0000SEFM01,2023-05-01,211.946
CUUR0000SEFM01,2023-04-01,209.815
CUUR0000SEFM01,2023-03-01,211.166
CUUR0000SEFM01,2023-02-01,212.165
CUUR0000SEFM01,2023-01-01,210.102
CUUR0000SEFM01,2022-12-01,209.373
CUUR0000SEFM01,2022-11-01,207.403
CUUR0000SEFM01,2022-10-01,210.491
CUUR0000SEFM01,2022-09-01,208.550
CUUR0000SEFM01,2022-08-01,205.107
CUUR0000SEFM01,2022-07-01,201.348
CUUR0000SEFM01,2022-06-01,199.028
CUUR0000SEFM01,2022-05-01,196.701
CUUR0000SEFM01,2022-04-01,191.564
CUUR0000SEFM01,2022-03-01,191.670
CUUR0000SEFM01,2022-02-01,185.295
CUUR0000SEFM01,2022-01-01,181.418
CUUR0000SEFM01,2021-12-01,176.863
CUUR0000SEFM01,2021-11-01,175.229
CUUR0000SEFM01,2021-10-01,177.396
CUUR0000SEFM01,2021-09-01,175.253
CUUR0000SEFM01,2021-08-01,175.917
CUUR0000SEFM01,2021-07-01,176.602
CUUR0000SEFM01,2021-06-01,175.443
CUUR0000SEFM01,2021-05-01,175.530
CUUR0000SEFM01,2021-04-01,173.585
CUUR0000SEFM01,2021-03-01,172.353
CUUR0000SEFM01,2021-02-01,172.091
CUUR0000SEFM01,2021-01-01,170.968
CUUR0000SEFM01,2020-12-01,169.633
CUUR0000SEFM01,2020-11-01,168.186
CUUR0000SEFM01,2020-10-01,168.440
CUUR0000SEFM01,2020-09-01,171.087
CUUR0000SEFM01,2020-08-01,170.290
CUUR0000SEFM01,2020-07-01,171.562
CUUR0000SEFM01,2020-06-01,171.793
CUUR0000SEFM01,2020-05-01,170.346
CUUR0000SEFM01,2020-04-01,169.917
CUUR0000SEFM01,2020-03-01,164.599
CUUR0000SEFM01,2020-02-01,164.047
CUUR0000SEFM01,2020-01-01,163.242
CUUR0000SEFM01,2019-12-01,161.607
CUUR0000SEFM01,2019-11-01,160.047
CUUR0000SEFM01,2019-10-01,163.841
CUUR0000SEFM01,2019-09-01,164.878
CUUR0000SEFM01,2019-08-01,164.800
CUUR0000SEFM01,2019-07-01,163.496
CUUR0000SEFM01,2019-06-01,165.988
CUUR0000SEFM01,2019-05-01,166.625
CUUR0000SEFM01,2019-04-01,163.448
CUUR0000SEFM01,2019-03-01,165.811
CUUR0000SEFM01,2019-02-01,164.271
CUUR0000SEFM01,2019-01-01,160.057
CUUR0000SEFM01,2018-12-01,157.383
CUUR0000SEFM01,2018-11-01,154.905
CUUR0000SEFM01,2018-10-01,158.735
CUUR0000SEFM01,2018-09-01,161.484
CUUR0000SEFM01,2018-08-01,161.316
CUUR0000SEFM01,2018-07-01,158.927
CUUR0000SEFM01,2018-06-01,159.713
CUUR0000SEFM01,2018-05-01,160.160
CUUR0000SEFM01,2018-04-01,158.884
CUUR0000SEFM01,2018-03-01,156.410
CUUR0000SEFM01,2018-02-01,158.107
CUUR0000SEFM01,2018-01-01,158.936
CUUR0000SEFM01,2017-12-01,152.621
CUUR0000SEFM01,2017-11-01,153.843
CUUR0000SEFM01,2017-10-01,156.015
CUUR0000SEFM01,2017-09-01,158.486
CUUR0000SEFM01,2017-08-01,159.613
CUUR0000SEFM01,2017-07-01,158.727
CUUR0000SEFM01,2017-06-01,159.396
CUUR0000SEFM01,2017-05-01,159.918
CUUR0000SEFM01,2017-04-01,158.996
CUUR0000SEFM01,2017-03-01,160.241
CUUR0000SEFM01,2017-02-01,160.710
CUUR0000SEFM01,2017-01-01,159.891
CUUR0000SEFM01,2016-12-01,159.139
CUUR0000SEFM01,2016-11-01,157.710
CUUR0000SEFM01,2016-10-01,161.647
CUUR0000SEFM01,2016-09-01,161.475
CUUR0000SEFM01,2016-08-01,162.967
CUUR0000SEFM01,2016-07-01,163.642
CUUR0000SEFM01,2016-06-01,163.152
CUUR0000SEFM01,2016-05-01,163.836
CUUR0000SEFM01,2016-04-01,162.993
CUUR0000SEFM01,2016-03-01,161.129
CUUR0000SEFM01,2016-02-01,163.151
CUUR0000SEFM01,2016-01-01,163.174
CUUR0000SEFM01,2015-12-01,158.430
CUUR0000SEFM01,2015-11-01,158.670
CUUR0000SEFM01,2015-10-01,160.605
CUUR0000SEFM01,2015-09-01,164.571
CUUR0000SEFM01,2015-08-01,165.282
CUUR0000SEFM01,2015-07-01,165.840
CUUR0000SEFM01,2015-06-01,164.369
CUUR0000SEFM01,2015-05-01,164.418
CUUR0000SEFM01,2015-04-01,162.576
CUUR0000SEFM01,2015-03-01,161.899
CUUR0000SEFM01,2015-02-01,164.133
CUUR0000SEFM01,2015-01-01,161.960
CUUR0000SEFM02,2024-12-01,181.923
CUUR0000SEFM02,2024-11-01,182.983
CUUR0000SEFM02,2024-10-01,187.262
CUUR0000SEFM02,2024-09-01,185.651
CUUR0000SEFM02,2024-08-01,186.349
CUUR0000SEFM02,2024-07-01,187.085
CUUR0000SEFM02,2024-06-01,187.264
CUUR0000SEFM02,2024-05-01,188.816
CUUR0000SEFM02,2024-04-01,188.124
CUUR0000SEFM02,2024-03-01,186.542
CUUR0000SEFM02,2024-02-01,187.249
CUUR0000SEFM02,2024-01-01,186.672
CUUR0000SEFM02,2023-12-01,185.691
CUUR0000SEFM02,2023-11-01,184.937
CUUR0000SEFM02,2023-10-01,190.659
CUUR0000SEFM02,2023-09-01,189.783
CUUR0000SEFM02,2023-08-01,189.463
CUUR0000SEFM02,2023-07-01,190.385
CUUR0000SEFM02,2023-06-01,190.689
CUUR0000SEFM02,2023-05-01,189.457
CUUR0000SEFM02,2023-04-01,185.550
CUUR0000SEFM02,2023-03-01,188.170
CUUR0000SEFM02,2023-02-01,188.216
CUUR0000SEFM02,2023-01-01,179.755
CUUR0000SEFM02,2022-12-01,178.748
CUUR0000SEFM02,2022-11-01,177.246
CUUR0000SEFM02,2022-10-01,176.616
CUUR0000SEFM02,2022-09-01,175.564
CUUR0000SEFM02,2022-08-01,172.141
CUUR0000SEFM02,2022-07-01,170.351
CUUR0000SEFM02,2022-06-01,169.463
CUUR0000SEFM02,2022-05-01,167.805
CUUR0000SEFM02,2022-04-01,165.746
CUUR0000SEFM02,2022-03-01,163.465
CUUR0000SEFM02,2022-02-01,162.581
CUUR0000SEFM02,2022-01-01,159.389
CUUR0000SEFM02,2021-12-01,158.286
CUUR0000SEFM02,2021-11-01,154.305
CUUR0000SEFM02,2021-10-01,154.844
CUUR0000SEFM02,2021-09-01,153.885
CUUR0000SEFM02,2021-08-01,154.547
CUUR0000SEFM02,2021-07-01,153.961
CUUR0000SEFM02,2021-06-01,153.792
CUUR0000SEFM02,2021-05-01,153.741
CUUR0000SEFM02,2021-04-01,153.594
CUUR0000SEFM02,2021-03-01,150.927
CUUR0000SEFM02,2021-02-01,150.055
CUUR0000SEFM02,2021-01-01,151.110
CUUR0000SEFM02,2020-12-01,149.923
CUUR0000SEFM02,2020-11-01,150.120
CUUR0000SEFM02,2020-10-01,152.444
CUUR0000SEFM02,2020-09-01,152.172
CUUR0000SEFM02,2020-08-01,152.291
CUUR0000SEFM02,2020-07-01,152.077
CUUR0000SEFM02,2020-06-01,152.979
CUUR0000SEFM02,2020-05-01,152.234
CUUR0000SEFM02,2020-04-01,150.468
CUUR0000SEFM02,2020-03-01,145.935
CUUR0000SEFM02,2020-02-01,144.953
CUUR0000SEFM02,2020-01-01,145.137
CUUR0000SEFM02,2019-12-01,142.654
CUUR0000SEFM02,2019-11-01,144.163
CUUR0000SEFM02,2019-10-01,144.030
CUUR0000SEFM02,2019-09-01,142.756
CUUR0000SEFM02,2019-08-01,143.953
CUUR0000SEFM02,2019-07-01,146.046
CUUR0000SEFM02,2019-06-01,145.905
CUUR0000SEFM02,2019-05-01,143.271
CUUR0000SEFM02,2019-04-01,144.172
CUUR0000SEFM02,2019-03-01,144.756
CUUR0000SEFM02,2019-02-01,143.653
CUUR0000SEFM02,2019-01-01,142.085
CUUR0000SEFM02,2018-12-01,142.188
CUUR0000SEFM02,2018-11-01,144.210
CUUR0000SEFM02,2018-10-01,145.115
CUUR0000SEFM02,2018-09-01,145.235
CUUR0000SEFM02,2018-08-01,146.043
CUUR0000SEFM02,2018-07-01,146.312
CUUR0000SEFM02,2018-06-01,145.556
CUUR0000SEFM02,2018-05-01,145.385
CUUR0000SEFM02,2018-04-01,147.710
CUUR0000SEFM02,2018-03-01,146.604
CUUR0000SEFM02,2018-02-01,147.197
CUUR0000SEFM02,2018-01-01,145.334
CUUR0000SEFM02,2017-12-01,145.825
CUUR0000SEFM02,2017-11-01,145.368
CUUR0000SEFM02,2017-10-01,149.062
CUUR0000SEFM02,2017-09-01,148.321
CUUR0000SEFM02,2017-08-01,150.392
CUUR0000SEFM02,2017-07-01,150.469
CUUR0000SEFM02,2017-06-01,151.437
CUUR0000SEFM02,2017-05-01,149.852
CUUR0000SEFM02,2017-04-01,149.478
CUUR0000SEFM02,2017-03-01,148.344
CUUR0000SEFM02,2017-02-01,147.662
CUUR0000SEFM02,2017-01-01,147.600
CUUR0000SEFM02,2016-12-01,146.034
CUUR0000SEFM02,2016-11-01,148.267
CUUR0000SEFM02,2016-10-01,148.544
CUUR0000SEFM02,2016-09-01,147.498
CUUR0000SEFM02,2016-08-01,149.574
CUUR0000SEFM02,2016-07-01,150.847
CUUR0000SEFM02,2016-06-01,150.020
CUUR0000SEFM02,2016-05-01,149.431
CUUR0000SEFM02,2016-04-01,150.471
CUUR0000SEFM02,2016-03-01,147.295
CUUR0000SEFM02,2016-02-01,146.990
CUUR0000SEFM02,2016-01-01,147.622
CUUR0000SEFM02,2015-12-01,145.167
CUUR0000SEFM02,2015-11-01,146.176
CUUR0000SEFM02,2015-10-01,147.523
CUUR0000SEFM02,2015-09-01,149.752
CUUR0000SEFM02,2015-08-01,149.747
CUUR0000SEFM02,2015-07-01,149.047
CUUR0000SEFM02,2015-06-01,148.869
CUUR0000SEFM02,2015-05-01,149.977
CUUR0000SEFM02,2015-04-01,146.168
CUUR0000SEFM02,2015-03-01,146.541
CUUR0000SEFM02,2015-02-01,147.501
CUUR0000SEFM02,2015-01-01,147.597
CUUR0000SEFM03,2024-12-01,193.164
CUUR0000SEFM03,2024-11-01,191.375
CUUR0000SEFM03,2024-10-01,193.477
CUUR0000SEFM03,2024-09-01,194.620
CUUR0000SEFM03,2024-08-01,193.556
CUUR0000SEFM03,2024-07-01,195.399
CUUR0000SEFM03,2024-06-01,194.397
CUUR0000SEFM03,2024-05-01,194.753
CUUR0000SEFM03,2024-04-01,192.182
CUUR0000SEFM03,2024-03-01,190.215
CUUR0000SEFM03,2024-02-01,188.341
CUUR0000SEFM03,2024-01-01,189.109
CUUR0000SEFM03,2023-12-01,187.024
CUUR0000SEFM03,2023-11-01,183.994
CUUR0000SEFM03,2023-10-01,189.304
CUUR0000SEFM03,2023-09-01,188.710
